,name_product,color,description,cloth_path,material,price,rates,url
212,Tennis FreeLift Polo Shirt,Black,"Created by adidas to give you the edge. This slim-fitting polo shirt belongs to the performance-driven Gameset collection. Designed to keep your tennis flowing on hot days, it includes cooling HEAT.RDY and a movement-enhancing FreeLift design. The droptail hem will have you covered through every serve and smash.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000491_1.jpg,100% recycled polyester doubleknit,$20,4.9,https://www.adidas.com/us/tennis-freelift-polo-shirt/HS3316.html
213,Hurricanes Retro Jersey,White,"Lots of NHL hockey teams start off in one place and end up in another. This adidas Retro Jersey reminds fans that the Carolina Hurricanes were once the Hartford Whalers. Show up in old-school style, and stay dry with AEROREADY that manages moisture from the first face-off to the last.   Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000492_1.jpg,100% recycled polyester piqué,$180,4.8,https://www.adidas.com/us/hurricanes-retro-jersey/IQ4543.html
214,Shmoofoil Cloudy Long Sleeve Tee,Black,"Moving in broad strokes, Mark Gonzales' art and imagination is the essence of skateboarding. The Shmoofoil Cloudy Long Sleeve Tee levels up a classic with custom artwork by The Gonz.   We partner with Better Cotton to improve cotton farming globally. Better Cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.    Better Cotton is sourced via a chain-of-custody model called mass balance. This means that Better Cotton is not physically traceable to end products. However, Better Cotton Farmers benefit from the demand for Better Cotton in equivalent volumes to those we ""source.""   Find out more here: bettercotton.org/learnmore",Cloth/000495_1.jpg,100% cotton single jersey,$40,5.0,https://www.adidas.com/us/shmoofoil-cloudy-long-sleeve-tee/II5958.html
215,Messi Tee,White / Mls-Mif-37t,"Messi and Miami. The perfect match. Displaying soccer superstar Lionel Messi's logo and number, this adidas tee is ready for kickoff. Perfect for watching his jaw-dropping play or for hanging out with friends, it's built with single jersey fabric for day-long comfort.",Cloth/000498_1.jpg,100% cotton single jersey,$35,4.9,https://www.adidas.com/us/messi-tee/JH1135.html
216,Messi Tee,White / Mls-Mif-37t,"Messi and Miami. The perfect match. Displaying soccer superstar Lionel Messi's logo and number, this adidas tee is ready for kickoff. Perfect for watching his jaw-dropping play or for hanging out with friends, it's built with single jersey fabric for day-long comfort.",Cloth/000927_1.jpg,100% cotton single jersey,$35,4.9,https://www.adidas.com/us/messi-tee/JH1135.html
217,Techfit Training Long Sleeve Tee,White,"Cardio to arm day, this adidas base layer t-shirt will help you power through. Break your personal records in total comfort thanks to mesh on the upper back, where you need it most, and moisture-absorbing AEROREADY. Everything about this tee is made so you can move freely, like a dynamic shape and super-stretchy fabric.",Cloth/000499_1.jpg,"88% recycled polyester, 12% elastane single jersey",$90,4.7,https://www.adidas.com/us/techfit-training-long-sleeve-tee/HJ9926.html
218,Islanders Fleece Top,Royal Blue / Orange / Nhl-Nyi-510,Arrive early at the arena and take in a New York Islanders pregame skate or go for one of your own in this adidas hockey pullover. The thick fleece will keep you toasty until the action on the ice or your workout heats up. Laser-cut vents out back ensure you stay ventilated.,Cloth/000500_1.jpg,"93% recycled polyester, 7% elastane doubleweave",$60,3.7,https://www.adidas.com/us/islanders-fleece-top/IP5834.html
219,Tennis Paris HEAT.RDY FreeLift Tee,Carbon / Black,"Born to play on clay. Part of an adidas collection modeled for the slow courts of Paris, this tennis tee flashes clay surface-inspired graphics designed to blend into their environment and disguise your movements. Its FreeLift design keeps the back hem in place through every serve and smash. Even when you're in top gear, HEAT.RDY ensures you stay cool and confident right up to match point.",Cloth/000504_1.jpg,100% recycled polyester engineered,$20,4.8,https://www.adidas.com/us/tennis-paris-heat.rdy-freelift-tee/IB4606.html
220,ALL SZN Tee,Medium Grey Heather,"This clean, minimalist adidas tee is the perfect shirt to relax in after a long day, or to pair with any bottoms for a casual look. Its loose, versatile fit makes it a great blank canvas for any adventure the day takes you on. The super-soft cotton single jersey build holds up to regular wear.",Cloth/000505_1.jpg,100% cotton single jersey,$30,4.8,https://www.adidas.com/us/all-szn-tee/IC9789.html
221,Performance Primegreen Polo Shirt,Black,"Shoot for the green in comfort and elevated style in this adidas golf polo shirt. Follow through on each stroke with a distraction-free fit, from the first drive to the final putt. Head for the clubhouse feeling fresh and ready for whatever comes next.  This product is made with Primegreen, a series of high-performance recycled materials.",Cloth/000507_1.jpg,100% recycled polyester piqué,$85,4.8,https://www.adidas.com/us/performance-primegreen-polo-shirt/GQ3114.html
222,Go-To Henley Polo Shirt,Olive Strata,"When the pressure is on to drive it straight or sink that birdie putt, stay cool and confident in this adidas golf shirt. The cotton-blend brrr° knit has a triple chill effect thanks to cooling minerals, moisture-wicking fibers and a quick-drying feel that keeps you comfortable as you swing. It's blended with cotton to feel super-soft against your skin, with plenty of stretch for all your moves.   A minimum of 70% of this product is a blend of recycled and renewable materials.",Cloth/000511_1.jpg,"70% cotton, 30% recycled polyester doubleknit",$100,4.8,https://www.adidas.com/us/go-to-henley-polo-shirt/II7839.html
223,TERREX Multi Half-Zip Long Sleeve Tee,Black,"Hike, climb or scramble in comfort in this adidas shirt. AEROREADY manages moisture to keep you feeling dry and comfortable as you move, making it an excellent layer under a waterproof jacket or as a standalone piece. Designed for wearing a backpack, the tee has comfortable shoulder seams to reduce chafing under straps, and a slightly longer back hem keeps you covered as you twist, bend and reach. Underarm gussets give you a wider arm range as you climb.",Cloth/000512_1.jpg,100% recycled polyester single jersey,$65,4.8,https://www.adidas.com/us/terrex-multi-half-zip-long-sleeve-tee/HT9501.html
224,Space Dye Golf Polo Shirt,Coral Fusion,"Designed for year-round play, this adidas golf polo shirt is made of a soft and stretchy piqué fabric that feels smooth to the touch and comfortable while you swing. It's made of a breathable, moisture-wicking material to eliminate distractions and keep you focused on your game. The subtle textured print adds a distinctive look.",Cloth/000513_1.jpg,"89% recycled nylon, 11% elastane piqué",$70,4.7,https://www.adidas.com/us/space-dye-golf-polo-shirt/HZ4312.html
225,FC Bayern 23/24 Long Sleeve Home Jersey,White / Red,"They've always rocked the red and white. But they haven't always looked like they do today. For this FC Bayern long sleeve home jersey, adidas took inspiration from the kit the club wore during its first season in the top division. Predominantly white with red details, it brings a fresh twist to a team famed for its soccer consistency. Behind the scenes, AEROREADY wicks moisture to keep fans comfortable.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000519_1.jpg,100% recycled polyester doubleknit,$110,4.6,https://www.adidas.com/us/fc-bayern-23-24-long-sleeve-home-jersey/IB1482.html
226,XPERIOR MERINO 150 BASELAYER SHORT SLEEVE,Black,"Every great adventure starts from a solid basecamp. At 150gsm, the lightest TERREX Merino Base Layer in the range uses a blend of 60% merino and 40% Tencel which keeps you comfortable all the way up the trails, and all the way back to base.",Cloth/000522_1.jpg,"60% Merino wool, 40% tencel single jersey",$90,3.7,https://www.adidas.com/us/xperior-merino-150-baselayer-short-sleeve/HZ8551.html
227,XPERIOR MERINO 150 BASELAYER SHORT SLEEVE,Black,"Every great adventure starts from a solid basecamp. At 150gsm, the lightest TERREX Merino Base Layer in the range uses a blend of 60% merino and 40% Tencel which keeps you comfortable all the way up the trails, and all the way back to base.",Cloth/000660_1.jpg,"60% Merino wool, 40% tencel single jersey",$90,3.7,https://www.adidas.com/us/xperior-merino-150-baselayer-short-sleeve/HZ8551.html
228,Designed for Training Workout Tee,Dgh Solid Grey,"This adidas training tee is ready for everything from cardio to weights. No matter how intense the workout, you'll stay dry and focused thanks to AEROREADY technology that wicks away moisture. The slim fit lets you move confidently through every push up and overhead press.   This product is made with at least 70% recycled materials. By reusing materials that have already been created, we help to reduce waste and our reliance on finite resources and reduce the footprint of the products we make.",Cloth/000524_1.jpg,"81% recycled polyester, 14% lyocell, 5% elastane single jersey",$35,5.0,https://www.adidas.com/us/designed-for-training-workout-tee/IS3809.html
229,Adicolor Outline Trefoil Tee,Shadow Violet,"Classics inspire, but this adidas tee reinvents. With a loose, casual fit and distressed details for a laid-back look, it lets you pair it with anything from joggers to jeans for maximum versatility. Comfort comes standard thanks to soft cotton jersey. Originals are meant to stand the test of time, and this tee is set to become your new everyday essential.   The cotton in this product has been sourced through Better Cotton. Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products.  Find out more here: https://bettercotton.org/who-we-are/our-logo/",Cloth/000528_1.jpg,100% cotton single jersey,$40,5.0,https://www.adidas.com/us/adicolor-outline-trefoil-tee/IR7992.html
230,Bruins Anniversary Third Jersey,Beige 15 Ccm-Sld,"When a team's been around for 100 years, there's a lot of hockey history to recap. The legendary players and plays, the Stanley Cups hoisted and the ones that got away. Add this adidas Boston Bruins third jersey to your collection of fan gear, and celebrate a century of stellar skating.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000530_1.jpg,100% recycled polyester piqué,$180,4.9,https://www.adidas.com/us/bruins-anniversary-third-jersey/IN7565.html
231,Arsenal Tiro 23 Training Top,Black,"Smart coaching and hard work can solve every soccer problem. But it also helps to have comfortable, movement-focused adidas gear to pull on at the training ground. Designed to keep you warm during chilly sessions, this Arsenal top has thumbholes in the cuffs so you can cover your hands. Its slim fit keeps things streamlined, and moisture-wicking AEROREADY adds confidence.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000533_1.jpg,100% recycled polyester piqué,$75,5.0,https://www.adidas.com/us/arsenal-tiro-23-training-top/HZ2183.html
232,Boca Juniors 23/24 Home Jersey,Blue / Eqt Yellow,"If you've taken in a game at La Bombonera, you can't have missed the vibrant buildings of nearby El Caminito. When creating the tonal design on this Boca Juniors home jersey, adidas took inspiration from the blocky shapes painted on the street's colorful facades. Created for comfort, this shirt includes moisture-absorbing AEROREADY and mesh inserts. A woven club badge puts your soccer fandom in the shop window.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000535_1.jpg,100% recycled polyester interlock,$100,4.9,https://www.adidas.com/us/boca-juniors-23-24-home-jersey/HT3691.html
233,Oilers Home Authentic Jersey,Royal 08 Ccm-Sld,"Gear up for game day in this adidas Edmonton Oilers authentic home hockey jersey. The loose fit lets you layer it for warmth so you can watch on the big screen outside. Moisture-absorbing AEROREADY keeps you dry when the end-to-end action on the ice gets your pulse racing.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000537_1.jpg,100% recycled polyester piqué,$180,5.0,https://www.adidas.com/us/oilers-home-authentic-jersey/HR4677.html
234,Sharks Home Authentic Jersey,Turquoise Blue,"Suit up in pro style, and watch the San Jose Sharks go on the attack in the opposition zone. This adidas hockey jersey features AEROREADY that manages moisture, so you stay dry as you watch the forward line churn up the ice around the net. A big crest out front, shoulder patches and a fight strap with a snap closure keep the look legit.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000540_1.jpg,100% recycled polyester piqué,$180,3.5,https://www.adidas.com/us/sharks-home-authentic-jersey/HS1245.html
235,Blackhawks Playmaker Long Sleeve Tee,Red / Multi,"Howl for the Chicago Blackhawks, whether you watch the game in the stands or from your fan cave at home. The all-cotton build in this adidas tee is super-soft, strong and made to last. The long sleeves let you show your team spirit no matter the temperature.",Cloth/000545_1.jpg,100% cotton single jersey,$50,4.9,https://www.adidas.com/us/blackhawks-playmaker-long-sleeve-tee/HR8701.html
236,LA Galaxy 23/24 Away Jersey,Mystery Green / Team Colleg Gold 2,"A tribute to their home. This adidas LA Galaxy away jersey proudly displays the green, gold and red colors that represent the city of Los Angeles. A woven club badge on the chest and a Galaxy signoff on the back neck confirm your soccer loyalty. Moisture-absorbing AEROREADY ensures it will keep you comfortable when you're supporting your team on the road.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000547_1.jpg,100% recycled polyester interlock,$90,4.8,https://www.adidas.com/us/la-galaxy-23-24-away-jersey/HI1874.html
237,Adicolor Classics Trefoil Tee,White / Black,"A fresh edition of a closet staple. This adidas tee sets the stage with a soft cotton single jersey and draws the spotlight with an oversized Trefoil logo. Pair it with sweat pants for a cozy night in, or throw on some cargoes and head out on the town.   We partner with Better Cotton to improve cotton farming globally. Better Cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.   Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products, however, Better Cotton Farmers benefit from the demand for Better Cotton in equivalent volumes to those we ""source.""   Find out more here: bettercotton.org/learnmore",Cloth/000549_1.jpg,100% cotton single jersey,$30,4.7,https://www.adidas.com/us/adicolor-classics-trefoil-tee/IM4494.html
238,Tiro 23 League Jersey,Team Onix / Team Onix,"Born for the beautiful game. Its slim, streamlined fit, smooth fabric and moisture-absorbing AEROREADY make this adidas Tiro 23 League jersey your perfect teammate when you want to dominate the soccer pitch on a Sunday morning. The embroidered 3 Bar Logo and 3-Stripes tape show you mean business even before you cross that white line.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000550_1.jpg,100% recycled polyester interlock,$150,4.7,https://www.adidas.com/us/tiro-23-league-jersey/IC7478.html
239,Techfit Training Tee,White,"Cardio to arm day, this adidas base layer t-shirt will help you power through. Break your personal records in total comfort thanks to mesh on the upper back, where you need it most, and moisture-absorbing AEROREADY. Everything about this tee is made so you can move freely, like a dynamic shape and super-stretchy fabric.",Cloth/000558_1.jpg,"88% recycled polyester, 12% elastane single jersey",$30,4.8,https://www.adidas.com/us/techfit-training-tee/HK2335.html
240,Adicross HEAT.RDY Polo Shirt,Arctic Night,"Nail your drives, and your style, in this adidas golf polo shirt. It's made with HEAT.RDY to keep you cool and comfortable when it's hot on the course. Stretchy single jersey lets you swing without restriction. The allover print nods to golf course terrain — your favorite place to spend the day — and a V-neck collar finishes the look with a modern touch.  Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000559_1.jpg,"93% recycled polyester, 7% elastane single jersey",$200,5.0,https://www.adidas.com/us/adicross-heat.rdy-polo-shirt/HZ3231.html
241,Flower Mesh Golf Polo Shirt,Coral Fusion / White,Move freely while you look your best in this adidas golf polo shirt. It's made with a breathable four-way stretch fabric that moves with you so there's no restrictions while you swing for a long-distance shot or a high-pressure putt. The allover print gives you a distinctive look.,Cloth/000565_1.jpg,"92% recycled polyester, 8% elastane mesh",$130,4.9,https://www.adidas.com/us/flower-mesh-golf-polo-shirt/HS1130.html
242,Charlotte FC 23/24 Away Authentic Jersey,Dark Purple / Sharp Blue,"A tribute to Queen City. Borrowed from the team badge, a repeating crown graphic stands out against the royal purple colors of this adidas Charlotte FC authentic jersey. Behind the regalia, moisture-wicking AEROREADY and lightweight details work in harmony to keep your team in charge on the field. That all-important badge is heat-applied for high-intensity soccer.",Cloth/000567_1.jpg,100% recycled polyester piqué,$150,5.0,https://www.adidas.com/us/charlotte-fc-23-24-away-authentic-jersey/HI1849.html
243,The Cycling Jersey,White,"An updated cycling staple that provides close company on the road. With a body-hugging yet unrestrictive fit, this lightweight adidas jersey is made with soft, high-stretch fabric that incorporates AEROREADY technology. It's designed to adapt to every movement while wicking away moisture to help keep you feeling dry and comfortable during intense efforts. Kept in place with a lower-back gripper, this jersey adds warmth worn alone or as a baselayer on cooler days. Store essentials in three rear pockets and small valuables in a side zip pocket. Reflective 3-Stripes adorn the upper arms and chest.  Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000569_1.jpg,"84% recycled polyester, 16% elastane single jersey",$120,4.3,https://www.adidas.com/us/the-cycling-jersey/IJ8160.html
244,Adicolor Classics 3-Stripes Tee,Medium Grey Heather,Meet your new favorite tee. This classic adidas t-shirt boasts a slim fit and a contrast hem for some refined vintage vibes. Pair it with your favorite dark denim for an effortlessly classic look. It's made of super-soft cotton to keep you comfortable.  Our cotton products support more sustainable cotton farming.,Cloth/000571_1.jpg,100% cotton single jersey,$35,4.8,https://www.adidas.com/us/adicolor-classics-3-stripes-tee/IA4848.html
245,Orlando City 23/24 Home Authentic Jersey,Rich Purple,"A towering tribute to The Wall. The brick-like graphics on the front of this adidas authentic soccer jersey have their foundations in Orlando City's impenetrable home support. Built for dominant play on the field, this shirt combines breathable mesh and moisture-absorbent AEROREADY. A heat-applied badge on the chest keeps weight and wind resistance down to help players perform until the final whistle.",Cloth/000574_1.jpg,100% recycled polyester doubleknit,$150,5.0,https://www.adidas.com/us/orlando-city-23-24-home-authentic-jersey/IC9626.html
246,Louisville Football Off-Field Ghost Jersey,Black,"Make your way into the end zone in this adidas football jersey. Don the alternate colors of the University of Louisville during a weekend game with friends or kick back with the family while you watch the game. This jersey has a special graphic so you can let everyone know you're a true fan of The Ville.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000575_1.jpg,Main: 100% recycled polyester doubleknit,$140,5.0,https://www.adidas.com/us/louisville-football-off-field-ghost-jersey/IA3362.html
247,FC Dallas 23/24 Away Jersey,White / Black / Mls-Fcd-S7f,"Rekindling a classic soccer look. The flame graphics engulfing the front of this adidas jersey pay tribute to FC Dallas' rich history. Moisture-absorbing AEROREADY works hard in the background to keep supporters comfortable. A woven tonal badge and ""LH"" signoff keep your pride in FCD and its beloved former owner burning bright.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000576_1.jpg,100% recycled polyester interlock,$90,4.7,https://www.adidas.com/us/fc-dallas-23-24-away-jersey/IJ5449.html
248,FC Dallas 23/24 Away Jersey,White / Black / Mls-Fcd-S7f,"Rekindling a classic soccer look. The flame graphics engulfing the front of this adidas jersey pay tribute to FC Dallas' rich history. Moisture-absorbing AEROREADY works hard in the background to keep supporters comfortable. A woven tonal badge and ""LH"" signoff keep your pride in FCD and its beloved former owner burning bright.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001298_1.jpg,100% recycled polyester interlock,$90,4.7,https://www.adidas.com/us/fc-dallas-23-24-away-jersey/IJ5449.html
249,Toronto FC 23/24 Third Jersey,Semi Lucid Fuchsia S23,"Celebrating the city's diversity in an explosion of color. Inspired by the costumes that bring Toronto's biggest street festival to life, the design on this adidas Toronto FC jersey will ensure you stand out from the crowds. Built for comfortable support, it includes moisture-wicking AEROREADY and soft interlock fabric. Detailed in bright yellow and fuchsia, a woven club badge broadcasts your soccer passion.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000642_1.jpg,100% recycled polyester interlock,$100,4.5,https://www.adidas.com/us/toronto-fc-23-24-third-jersey/HT1226.html
250,Toronto FC 23/24 Third Jersey,Semi Lucid Fuchsia S23,"Celebrating the city's diversity in an explosion of color. Inspired by the costumes that bring Toronto's biggest street festival to life, the design on this adidas Toronto FC jersey will ensure you stand out from the crowds. Built for comfortable support, it includes moisture-wicking AEROREADY and soft interlock fabric. Detailed in bright yellow and fuchsia, a woven club badge broadcasts your soccer passion.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001190_1.jpg,100% recycled polyester interlock,$100,4.5,https://www.adidas.com/us/toronto-fc-23-24-third-jersey/HT1226.html
251,Atlanta United FC 23/24 Home Jersey,Black / Team Victory Red,"Built on solid ground. This Atlanta United FC home jersey from adidas displays the club's famous five stripes, a representation of the side's founding principles. Moisture-wicking AEROREADY and the woven badge are all about keeping soccer fans comfortable and proud while they follow their team. A ""Un17ed"" signoff on the back neck recalls the club's roots.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000822_1.jpg,100% recycled polyester mock eyelet,$90,5.0,https://www.adidas.com/us/atlanta-united-fc-23-24-home-jersey/IC3000.html
252,Atlanta United FC 23/24 Home Jersey,Black / Team Victory Red,"Built on solid ground. This Atlanta United FC home jersey from adidas displays the club's famous five stripes, a representation of the side's founding principles. Moisture-wicking AEROREADY and the woven badge are all about keeping soccer fans comfortable and proud while they follow their team. A ""Un17ed"" signoff on the back neck recalls the club's roots.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001212_1.jpg,100% recycled polyester mock eyelet,$90,5.0,https://www.adidas.com/us/atlanta-united-fc-23-24-home-jersey/IC3000.html
253,Chicago Fire 23/24 Away Jersey,White / Night Sky,"When Chicago Fire players run out onto the field, they're representing their city as well as their club. The design on this vibrant adidas soccer jersey shares its colors with both the team crest and the Chicago flag. Created to keep supporters comfortable, it includes moisture-wicking AEROREADY and a woven version of that badge. A signoff on the back neck shows your pride in the Fire.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000961_1.jpg,100% recycled polyester interlock,$90,5.0,https://www.adidas.com/us/chicago-fire-23-24-away-jersey/HI1855.html
254,Rich Mnisi x The Cycling Short Sleeve Jersey,Black,"Let love be your legacy. South African designer Rich Mnisi once wrote that reminder in a handwritten letter to his younger queer self, and today it thrives at the core of the adidas x Rich Mnisi Pride Collection. A celebration of self-expression, imagination and the unwavering belief that love unites, the collaboration explores fluidity, color and patterns. This partnership is one part of our effort to honor the LGBTQIA+ community alongside our Global Purpose partners, Athlete Ally and Stonewall UK.  Celebrate color and culture. Created in collaboration with designer Rich Mnisi, this adidas cycling jersey shares his Love Unites theme to fuel rides short and long. The jersey's soft, stretchy fit cuts a clean silhouette without feeling restrictive. AEROREADY manages sweat to keep you feeling dry, comfortable and ready to keep riding, and a mesh back insert maximizes breathability. A traditional rear three-pocket design adds a small zip pocket to secure a key or ID.  A minimum of 70% of this product is a blend of recycled and renewable materials.",Cloth/001085_1.jpg,"84% recycled polyester, 16% elastane single jersey",$160,5.0,https://www.adidas.com/us/rich-mnisi-x-the-cycling-short-sleeve-jersey/IA2166.html
255,Charlotte FC 23/24 Away Jersey,Dark Purple / Sharp Blue,"A tribute to Queen City. Borrowed from the team badge, a repeating crown graphic stands out against the royal purple colors of this adidas Charlotte FC jersey. Behind the regalia, moisture-wicking AEROREADY and smooth fabric work in harmony to keep supporters comfortable. That all-important badge is woven to add a premium soccer touch.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001086_1.jpg,100% recycled polyester interlock,$90,5.0,https://www.adidas.com/us/charlotte-fc-23-24-away-jersey/HI1848.html
256,Charlotte FC 23/24 Away Jersey,Dark Purple / Sharp Blue,"A tribute to Queen City. Borrowed from the team badge, a repeating crown graphic stands out against the royal purple colors of this adidas Charlotte FC jersey. Behind the regalia, moisture-wicking AEROREADY and smooth fabric work in harmony to keep supporters comfortable. That all-important badge is woven to add a premium soccer touch.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001379_1.jpg,100% recycled polyester interlock,$90,5.0,https://www.adidas.com/us/charlotte-fc-23-24-away-jersey/HI1848.html
257,Minnesota United FC 23/24 Away Jersey,White,"Lighting the way to a bright soccer future. The dynamic design on the front of this adidas Minnesota United FC jersey takes its inspiration from the shimmering majesty of the Northern Lights. Behind that blur of color, moisture-wicking AEROREADY ensures supporters stay comfortable. A woven version of that eye-catching loon badge shows what your team means to you.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001101_1.jpg,100% recycled polyester interlock,$90,5.0,https://www.adidas.com/us/minnesota-united-fc-23-24-away-jersey/HI1870.html
258,Minnesota United FC 23/24 Away Jersey,White,"Lighting the way to a bright soccer future. The dynamic design on the front of this adidas Minnesota United FC jersey takes its inspiration from the shimmering majesty of the Northern Lights. Behind that blur of color, moisture-wicking AEROREADY ensures supporters stay comfortable. A woven version of that eye-catching loon badge shows what your team means to you.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001143_1.jpg,100% recycled polyester interlock,$90,5.0,https://www.adidas.com/us/minnesota-united-fc-23-24-away-jersey/HI1870.html
259,ALL SZN Tee,Bright Red,"This clean, minimalist adidas tee is the perfect shirt to relax in after a long day, or to pair with any bottoms for a casual look. Its loose, versatile fit makes it a great blank canvas for any adventure the day takes you on. The super-soft cotton single jersey build holds up to regular wear.",Cloth/001110_1.jpg,100% cotton single jersey,$30,4.8,https://www.adidas.com/us/all-szn-tee/IR9110.html
260,Scarlet Knights NCAA Swingman Jersey,Team Power Red / Team Power Red / White,"Once a Rutgers fan, always a Rutgers fan. Rep the Scarlet Knights in this adidas basketball jersey. It's styled after the team's uniform with screenprinted details on the front and back. AEROREADY keeps you dry, whether you're cheering in the stands or playing on court.   This product is made with Primegreen, a series of high-performance recycled materials.",Cloth/001114_1.jpg,100% recycled polyester mock eyelet,$90,5.0,https://www.adidas.com/us/scarlet-knights-ncaa-swingman-jersey/H33640.html
261,Made to be Remade Rib Collar Shirt,White,"A polo made with the future in mind. This adidas golf shirt is part of a revolution in how we make products. Once you're done wearing it, send it back so we make it into something new. In the meantime, it offers a soft feel and easy range of motion that lets you play your best. The jacquard knit adds texture for elevated style you can wear on any course.",Cloth/001115_1.jpg,100% recycled polyester jacquard,$70,4.8,https://www.adidas.com/us/made-to-be-remade-rib-collar-shirt/HM7833.html
262,Orlando City 23/24 Home Jersey,Rich Purple,"A towering tribute to The Wall. The brick-like graphics on the front of this adidas soccer jersey have their foundations in Orlando City's impenetrable home support. Built to keep those loyal fans comfortable, this shirt combines smooth fabric and moisture-absorbent AEROREADY. A woven badge on the chest gives you something to grab when that last-minute winner flies into the net.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001127_1.jpg,100% recycled polyester interlock,$90,4.8,https://www.adidas.com/us/orlando-city-23-24-home-jersey/IC9627.html
263,San Jose Earthquakes 23/24 Home Authentic Jersey,Blue / Black,"Ready to rumble. Distressed, grainy graphics add a gritty feel to this San Jose Earthquakes authentic soccer jersey from adidas. Incorporating moisture-wicking AEROREADY and lightweight details, it's perfect for action-packed performances on the field. Standing out over that design, signoffs include a tribute to the team's home and a call to ""Fight to the end.""",Cloth/001130_1.jpg,100% recycled polyester tricot,$150,5.0,https://www.adidas.com/us/san-jose-earthquakes-23-24-home-authentic-jersey/HI1866.html
264,Rangers Authentic Reverse Retro Wordmark Jersey,St Louis Royal,"There aren't many things that are more New York than the Statue of Liberty. Remixed by adidas with a bold design and the planet in mind, this updated Rangers' 1996 alternate jersey lets fans carry the torch for their team as the gritty Gothamites work to end their long exile from Stanley Cup circles.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001131_1.jpg,100% recycled polyester pique,$190,4.7,https://www.adidas.com/us/rangers-authentic-reverse-retro-wordmark-jersey/HN4085.html
265,Atlanta United FC 23/24 Third Jersey,Black,"True to Atlanta, this adidas soccer jersey nods to the city's golden era. The graffiti-style graphics burst with color to instill the glowing energy of the Dirty South. Moisture-absorbing AEROREADY helps keep you comfortable while you back your team, and a woven crest shows your pride. The ""Atlanta Influences Everything"" signoff on the back collar wraps up the look in '90s style.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001133_1.jpg,100% recycled polyester interlock,$100,5.0,https://www.adidas.com/us/atlanta-united-fc-23-24-third-jersey/HT3228.html
266,Hoosiers NCAA Swingman Jersey,Team Victory Red / Team Victory Red / White,"Hoosiers fans are some of the most die-hard supporters in basketball. Show your Indiana University pride in this adidas V-neck jersey. It's styled after the team's uniform with screenprinted details on the front and back. AEROREADY keeps you dry on the court or in the stands.  This product is made with Primegreen, a series of high-performance recycled materials.",Cloth/001136_1.jpg,100% recycled polyester mock eyelet,$90,5.0,https://www.adidas.com/us/hoosiers-ncaa-swingman-jersey/H33632.html
267,St. Louis CITY SC 23 Away Authentic Jersey,Clear Grey / Night Indigo,"Follow St. Louis CITY SC in style when it enters the big time in 2023. This adidas away authentic jersey stars in pinstripes for a classic soccer look. Moisture-wicking AEROREADY; lightweight, heat-applied details; and breathable mesh combine for memorable on-pitch displays. A team badge and pair of commemorative signoffs add the perfect finish.",Cloth/001138_1.jpg,Front and sleeves: 100% recycled polyester tricot,$65,5.0,https://www.adidas.com/us/st.-louis-city-sc-23-away-authentic-jersey/H47867.html
