,name_product,color,desc,cloth_path
594,Essentials Crop Top,Black,"Take your casual style to the next level in this adidas crop top. Cut from soft cotton jersey in a relaxed shape, it's an easygoing essential made to pair with everything from joggers to denim. Wear it for low-key weekends when comfort calls, or dress it up with a structured blazer for an elevated vibe. However you style it, the small Trefoil logo on the front connects you to a legacy of style and sport.   The cotton in this product has been sourced through Better Cotton. Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products.  Find out more here: https://bettercotton.org/who-we-are/our-logo/",Cloth/000683_1.jpg
595,The Parley Short Sleeve Cycling Jersey,Hazy Emerald S21,"""Ride with commitment, all day long. adidas' lightweight Parley cycling jersey comes with innovation built-in. Made in part with Parley Ocean Plastic, the jersey's engineered HEAT.RDY fabric has a morse code design representing the plight of our oceans woven in for a unique look that keeps air flowing. Cycling essentials are never far away in three rear pockets, with room for keys and cards in a small, secure zip pocket. Includes reflective 3-Stripes and adidas X Parley logo.  This garment is made with a yarn which contains 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our oceans.""",Cloth/000684_1.jpg
596,Essentials Loose Logo Tank Top,Black / White,"What's on the agenda? Whether it's a quick lunch hour workout or a casual hang, you're covered with this adidas tank top. The fit is not too tight and not too loose — just perfectly comfortable. The high neck keeps things covered up front, and the racerback shows off your sports bra while also making sure you have a full range of motion.",Cloth/000685_1.jpg
597,The COLD.RDY Long Sleeve Cycling Jersey,Wonder Red F22 / White,The COLD.RDY Long-Sleeve Jersey is made for the cold days on the bike. Ride in any weather with polar fleece material that gives you an instant feeling of warmth.,Cloth/000686_1.jpg
598,AS Roma 23/24 Home Jersey,Team Victory Red,"With adidas and AS Roma reunited, the minimalist design of this soccer jersey reflects the pair's last collaboration. From the V-neck to the simple woven badge to those classic home colors, it's easy to see the influence of that 92/93 kit. AEROREADY wicks moisture to supply some modern-day comfort. A ""Daje Roma Daje"" signoff on the back neck shows your passion never dies.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000687_1.jpg
599,Tennis Paris HEAT.RDY Match Tank Top,Preloved Red S23,"Born to play on clay. This tennis tank top belongs to an adidas collection modeled for the slow courts of Paris. Part of an eye-catching design, disruptive graphics mimic the court-surface texture, concealing your stroke preparation and helping you blend into your environment. Behind the camouflage, HEAT.RDY battles the heat to keep you fresh through long rallies. Around the back, a knotted tie lets you find a comfortable fit.",Cloth/000688_1.jpg
600,Five Ten Long Sleeve Jersey,Black,Find your flow on the trails. This Five Ten mountain bike jersey brings a lightweight feel for everyday riding and AEROREADY to keep you dry and comfortable on the bike. The regular fit offers a balanced cut with room to accommodate elbow pads.,Cloth/000689_1.jpg
601,New York City FC 23/24 Third Jersey,Team Dark Green,"Done up in verdant green like the grass players run on, this adidas soccer jersey celebrates the lush landscapes of local parks and trails. Made in collaboration with New York City Department of Parks and Recreation, it stays true to New York City FC's roots with a blue trim. The NYCDPR logo on the jock tag nods to this blooming partnership. AEROREADY ensures you stay dry while you show your support.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000690_1.jpg
602,Studio Lounge Ribbed Cropped Long Sleeve Tee,Carbon,"Whatever the vibe is, this adidas crop top is here for it. Full chill? The soft, stretchy build makes sure you settle right into that necessary state of relaxation. But if the outside world is calling to you, the modern look transitions right into the day. The styling options are unlimited here — so if it's sweats you want or perfectly tailored trousers, you're good.   This top is made with natural and renewable materials as part of our journey to design out finite resources and help end plastic waste.",Cloth/000691_1.jpg
603,Tennis Y-Tank Top,White,"Your secret weapon for dominating the court. This adidas tennis tank top keeps you cool and focused so you can outplay and outlast the competition. Made with HEAT.RDY and an ergonomic Y-strap, it's designed for all-action play. Integrated support with removable padding means you can ditch the sports bra before you head out of the changing rooms.  This product is made with at least 70% recycled materials. By reusing materials that have already been created, we help to reduce waste and our reliance on finite resources and reduce the footprint of the products we make.",Cloth/000692_1.jpg
604,Textured Golf Polo,White,"When you get to the back nine, you want to feel as good as you did on the front. This adidas golf polo shirt helps you stay focused throughout your round with its soft piqué fabric and four-way stretch. Raglan sleeves ensure you can follow through on your swing without restriction.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000693_1.jpg
605,Nashville SC 23/24 Away Jersey,Black,"A love song to Music City and one of its favorite sons. This adidas Nashville SC soccer jersey pays tribute to the late, great Johnny Cash with elegant, monochromatic colors and eye-catching details. Look closely and you'll see the Man in Black's signature on the back neck. Backstage, moisture-wicking AEROREADY works hard to keep you comfortable while you sing for your team.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000694_1.jpg
606,Color Fade Bra Top,Bold Gold / Multicolor,"Desert festival, day hike, dance party in your living room — this adidas bra top is ready for it all. Features a faded Color effect inspired by the dreamy, dusty nature of classic Los Angeles adventures. A soft cotton blend and minimalist cut will keep you looking and feeling great wherever the day takes you.  We partner with Better Cotton to improve cotton farming globally. Better Cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.   Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products, however, Better Cotton Farmers benefit from the demand for Better Cotton in equivalent volumes to those we ""source.""   Find out more here:bettercotton.org/learnmore",Cloth/000695_1.jpg
607,adidas by Stella McCartney Sportswear Sleeveless Hoodie (Gender Neutral),F Tropic Bloom,"This season of adidas by Stella McCartney is defined by muted hues and slouchy silhouettes. A naturally-dyed graphic features throughout, with inspiring words swirling into an 'S' shape reminiscent of Stella McCartney. Inspired by chemical structures, the directional message is also a subtle call to help.   Ideal for layering, the adidas by Stella McCartney Sportswear Sleeveless Hoodie (Gender Neutral) is a casual-cool addition to any winter wardrobe. Crafted from luxe, peach-soft 100% organic cotton and cut for an oversized fit, the sleeveless hoodie is elevated with a ribbed hem and on-trend hues. The Stella McCartney-inspired graphic at the front details adidas' natural dyeing process, and is a subtle reminder to put nature first.",Cloth/000696_1.jpg
608,Studio Tee,White,"Step in the studio, and the rest of the day falls away. Dial into the moment in this adidas knot-back training t-shirt. With its soft feel and loose cut, you have the freedom to dance, stretch and twist. Throw in moisture-absorbing AEROREADY, and you're covered when the workout turns up a notch.  Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000697_1.jpg
609,adidas by Stella McCartney TrueCasuals Regular Sportswear Tee,White,"Minimalist, casual and ready for whatever the day has in store, this adidas by Stella McCartney t-shirt is designed to transition with you through it all. The plain white tee is a staple in every wardrobe, and this one makes the case as to why. It's versatile, and it's comfortable — which means you can wear it with anything, and anywhere.",Cloth/000698_1.jpg
610,adidas by Stella McCartney TrueCasuals Regular Sportswear Tee,Black,"Minimalist, casual and ready for whatever the day has in store, this adidas by Stella McCartney t-shirt is designed to transition with you through it all. The plain white tee is a staple in every wardrobe, and this one makes the case as to why. It's versatile, and it's comfortable — which means you can wear it with anything, and anywhere.",Cloth/000699_1.jpg
611,Made To Be Remade Back-Button Jacquard Shirt,Semi Impact Orange F22,"Sport a little extra style on the course in this adidas golf shirt. The unique, fold-down collar is finished with a button in back, and the allover print is sure to liven up your afternoon round. The back hem is slightly longer to provide extra coverage.",Cloth/000700_1.jpg
612,Vibrant Print Crop Tee,Clear Pink / Bliss Pink F22 / Royal Blue,"Turn heads, but stay comfortable? Done and done. This adidas tee comes in a stretchy, slim fit and crop length that looks great with high-rise pants. The allover print stands out, mixing washes of color to an abstract effect. Show off a necklace with the scoop neck, and you're good to go.  Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000701_1.jpg
613,Linear Logo Tee (Plus Size),Black,"From colorful shorts to crop jeans, this t-shirt teams easily with everything in your closet. It's cut for a body-skimming fit and rubber-printed with the adidas name. The soft cotton jersey fabric holds its shape, wear after wear.   We partner with Better Cotton to improve cotton farming globally. Better Cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.    Better Cotton is sourced via a chain-of-custody model called mass balance. This means that Better Cotton is not physically traceable to end products. However, Better Cotton Farmers benefit from the demand for Better Cotton in equivalent volumes to those we ""source.""   Find out more here: bettercotton.org/learnmore",Cloth/000702_1.jpg
614,Essentials Loose Logo Tank Top,Clear Pink / White,"What's on the agenda? Whether it's a quick lunch hour workout or a casual hang, you're covered with this adidas tank top. The fit is not too tight and not too loose — just perfectly comfortable. The high neck keeps things covered up front, and the racerback shows off your sports bra while also making sure you have a full range of motion.",Cloth/000703_1.jpg
615,Jacquard Golf Polo Shirt,Lucid Fuchsia,"This adidas golf polo has a soft feel to keep you comfortable through every swing, whether it's a powerful drive from the tee box or a long putt to get you under par. It has an all-around curved hem for added coverage and feminine style. An eye-catching allover print completes the sleek look.",Cloth/000704_1.jpg
616,Essentials Long Sleeve Printed Mock Polo Shirt,Bright Red,"Bring some flair to the fairway in this adidas golf polo shirt. Built for the competitive golfer, it's made of soft, stretchy fabric that allows you to swing and bend freely throughout your round. The quarter-zip design lets you adjust the ventilation as needed. A flattering silhouette with a flower print keeps your look sharp as you go low.   Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000705_1.jpg
617,Adicolor Classics 3-Stripes Short Tank Top,White,"This adidas tank top brings OG attitude to your warm-weather wardrobe with signature 3-Stripes and a Trefoil logo. Pair it with your favorite high-rise shorts or on-trend baggy jeans. Soft, stretchy cotton-blend fabric and a slim fit move with you so you're comfortable all day long.  Our cotton products support more sustainable cotton farming.",Cloth/000706_1.jpg
618,Adicolor Classics Firebird Primeblue Track Jacket,Semi Mint Rush S22,"The heart of adidas Originals, Adicolor is for the purist and the pioneer. It celebrates the power and authenticity of adidas' DNA, and when you slip on this Firebird track jacket, you're doing the same.  The iconic look of the classic tracksuit is just the same as the original, but recreated with recycled materials. A show of our love of the ocean, and part of adidas' commitment to help end plastic waste. A two for one kind of situation. One you'll feel good about, and feel good in. Because shiny tricot has that habit of total comfort.",Cloth/000707_1.jpg
619,ALL SZN Washed Tee,Pink Fusion,"It's the casual feel of a soft pullover in the form of a crop tee. This adidas ALL SZN t-shirt comes in a loose fit for a baggy silhouette. Embroidered lettering and a tonal adidas Badge of Sport sign off the look.  We partner with Better Cotton to improve cotton farming globally. Better Cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.  Better Cotton is sourced via a chain-of-custody model called mass balance. This means that Better Cotton is not physically traceable to end products. However, Better Cotton Farmers benefit from the demand for Better Cotton in equivalent volumes to those we ""source.""  Find out more here: bettercotton.org/learnmore",Cloth/000709_1.jpg
620,Trefoil Big Logo Tee,Semi Solar Yellow,"The airflow of a tank top with the cut of a boxy tee. That's what you get with this adidas design, which combines two looks into one versatile style. Printed on soft cotton jersey, an oversized Trefoil logo shows up proud. The mesh overlay adds texture and visual appeal, plus freedom to move thanks to stretchy elastane. Dress It up or down — this one is your call.   A minimum of 70% of this product is a blend of recycled and renewable materials.",Cloth/000710_1.jpg
621,adidas by Stella McCartney TruePurpose Tank Top,White,"If you're looking for your go-to top to wear as you focus on your physique, the adidas by Stella McCartney TruePurpose tank is it. The tank top goes with everything in your wardrobe with its timeless, minimalistic design.  From high-intensity workouts to yoga, this top gives you the coverage and support you need. With a tight cut that fits your body like a second skin and an eye-catching racerback, the tank top leaves you feeling cool and well dressed.   The stretchy fabric is partly made with recycled materials and leaves you feeling dry, thanks to the AEROREADY moisture-wicking fabric. Lasercut details along the front and back show off your shape and provide extra ventilation things get sweaty.",Cloth/000711_1.jpg
622,adidas by Stella McCartney TrueStrength Long Sleeve Top,Magic Earth / Soft Almond-Smc / Burnt Cayenne-Smc,"""This adidas by Stella McCartney collection revisits iconic designs with a mix of form-fitting, super stretchy pieces and baggier silhouettes. The confidence-enhancing range is in tune with the everyday lives of busy modern women. Stylish cut-out details, muted tones and peach-soft fabrics combine for pieces that seamlessly transition from the studio to the city and beyond.   The adidas by Stella McCartney Long Sleeve Crop Top is the chicest incentive there is to sign up for a Yoga or Pilates class. Designed for a flattering second-skin fit, the top is rendered in a fashion-forward, muted color palette for maximum versatility. The unbelievably soft material and seamless design enhance comfort and mobility — whether you're stretching it out in class or heading to brunch afterwards. """,Cloth/000712_1.jpg
623,Adicolor Classics Firebird Track Jacket,Orchid Fusion F23,"Fresh and full of life, this Adicolor Firebird track jacket celebrates the power and authenticity of adidas' legendary DNA. Cut from a modern tricot knit for a crisp look that is sure to turn heads, this comfortable jacket also features our iconic 3-Stripes down the sleeves and an embroidered Trefoil logo on the chest. Zip up this stunner and show the world your confident side.  Made with a series of recycled materials and 100% recycled content.",Cloth/000713_1.jpg
624,Adicolor Classics Trefoil Tee,Black,"Refresh your casual look with a modern classic in comfortable single jersey fabric. Not too loose or too tight, it's perfect for day-to-day wear. With its timeless design and effortless appeal, this adidas tee is sure to be an instant wardrobe favorite.   We partner with Better Cotton to improve cotton farming globally. Better Cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.  Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products, however, Better Cotton Farmers benefit from the demand for Better Cotton in equivalent volumes to those we ""source"".  Find out more here: bettercotton.org/learnmore",Cloth/000714_1.jpg
625,Future Icons Winners 3.0 Tank Top,Medium Grey Heather / White,"Something you can move in. Something you can relax in. This adidas tank top lets you do it all. No compromises. Just balance. Super-soft material puts comfort at the forefront. Let it hang loosely or tuck it in — the droptail hem falls longer in the back to give it that final touch of ease. The mélange look adds subtle visual texture, though the large contrast logo graphic goes the opposite direction of subtlety and flirts with the extreme.",Cloth/000715_1.jpg
626,Pride Pre-Match Jersey (Plus Size),Black,"Let love be your legacy. South African designer Rich Mnisi once wrote that reminder in a handwritten letter to his younger queer self, and today it thrives at the core of the adidas x Rich Mnisi Pride Collection. A celebration of self-expression, imagination and the unwavering belief that love unites, the collaboration explores fluidity, color and patterns. This partnership is one part of our effort to honor the LGBTQIA+ community alongside our Global Purpose partner Athlete Ally.  Stand out exactly how you are in this soccer jersey. It comes complete with a streamlined, slim fit and moisture-wicking AEROREADY.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000716_1.jpg
627,Primegreen Essentials Warm-Up Slim 3-Stripes Track Jacket,Black,"Dash out the door feeling ready for it all. This track jacket has a slim cut with raglan sleeves for a distraction-free feel while warming up or recovering later on. Side pockets keep a bus pass and music player within reach.   This product is made with Primegreen, a series of high-performance recycled materials.",Cloth/000717_1.jpg
628,Primegreen Essentials Warm-Up Slim 3-Stripes Track Jacket,Legend Ink,"Dash out the door feeling ready for it all. This track jacket has a slim cut with raglan sleeves for a distraction-free feel while warming up or recovering later on. Side pockets keep a bus pass and music player within reach.   This product is made with Primegreen, a series of high-performance recycled materials.",Cloth/000718_1.jpg
629,Messi Mural Tee,Black,"Showcase your excitement of Lionel Messi's arrival to Miami with this colorful and impactful tee. Inspired by the striking graffiti style art displayed around Miami, this tee truly welcomes Messi to the energetic city.",Cloth/000719_1.jpg
630,Essentials 3-Stripes Crop Top,Black / White,"You deserve comfort, and this crop top makes sure you get it. It also makes sure you're not just feeling good, but that you look good too. The minimalist, sporty build is all about versatility, which encourages you to make the look entirely yours. Layered, on its own, with high-waisted trousers or played down with sweats — you really can't go wrong. The soft cotton jersey fabric keeps you comfortable, even on the longest of days, with just the perfect amount of stretch.",Cloth/000720_1.jpg
631,Algeria 22 Home Jersey,White / Bold Green,"Honor your roots. This adidas soccer jersey nods to a classic Algeria home kit with lateral stripes reimagined through the lens of speed. The embroidered crest on the chest gets a tonal update. Hold it tight during goal celebrations and those high-stakes moments. Moisture-absorbing AEROREADY keeps you dry when you play with friends or cheer for your team on its road to glory.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000721_1.jpg
632,Messi #10 Inter Miami CF 22/23 Home Jersey,True Pink,"Proud to represent. In 22/23, pink dominates Inter Miami CF's home kit for the first time. Teamed with a polo collar, the ocean sunset hues help this adidas soccer jersey shine. Created with fans in mind, its mesh inserts and moisture-absorbing AEROREADY will keep you as relaxed as an evening on the beach. Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000722_1.jpg
633,adidas Originals x KSENIASCHNAIDER Fringe Shirt Dress,Medium Black Denim,"Blending the comfort of a shirt with the polished look of a dress, the classic shirt dress is a closet staple that works hard. This one comes from adidas and KSENIASCHNAIDER, a Kyiv-based fashion brand that values integrity in design. It's made of cotton denim with snap-adjustable cuffs and coordinating snaps right up the front. A touch of fringe on the hem adds a flash of playful style.  A minimum of 70% of this product is a blend of recycled and renewable materials.",Cloth/000723_1.jpg
634,HILO Long Sleeve Jersey,Team Power Red 2 / White,"Cut out for the volleyball court. This adidas HILO jersey combines stretchy fabric and a fit that supports overhead play. Moisture-wicking AEROREADY keeps you comfortable during intense action, and the droptail hem has you covered during every dive and leap. Running down the long sleeves, contrast 3-Stripes add the perfect sporty finish.  Made with a series of recycled materials, and at least 60% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000724_1.jpg
635,Adizero Half-Zip Running Vest,Bright Red / Bright Red,"Fly to the finish in this adidas running vest. It's made of super-lightweight ripstop fabric, with WIND.RDY technology to protect you from gusts and light drizzle. The slim fit ensures a barely there feel at any pace, and mesh ventilation provides breathability as your body temperature rises. A side zip pocket keeps your gels handy for mid-race fueling.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000725_1.jpg
636,Neutral Court Track Top,Chalky Brown S22,"With this relaxed track top, iconic adidas style is just the starting point. How you style it is completely up to you. Pair it with track pants, a skirt or shorts. Zip it up high, or wear it open to show off a bra top. It's effortless to mix and match and always delivers on 3-Stripes energy.  A minimum of 70% of this product is a blend of recycled and renewable materials.",Cloth/000726_1.jpg
637,AEROREADY Pro Seamless Tennis Tank Top,Lucid Lemon F23,"A tank top fit for Grand Slam royalty. As well as hosting the world's oldest tennis tournament, London is also the home of Savile Row style. Displaying a heraldry-inspired raised jacquard pattern, this adidas tank is part of a collection focused on the fine details. Its seamless construction makes for comfortable movement, and the Y-shaped strap ensures your shoulders have plenty of room to wind up for big shots.  For real change to happen, we need to accelerate towards decarbonization. To do that we first need to understand the impact we are already making so we can improve and have a bar to raise.  From raw material extraction, processing, packaging, all the way to the end of product's life, we measured the carbon footprint (CO2e) of this product, conforming to an internationally recognized standard: ISO 14067.",Cloth/000727_1.jpg
638,Essentials Slim Logo Tee,Clear Pink / White,"Looking for a crisp and casual look you can wear every day? This slim-fit tee fits the bill. Clean lines and smooth adidas style partner up in this comfy t-shirt that pairs easily with sweats, jeans or tights.  Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",Cloth/000728_1.jpg
639,Graphics Regular Tee,Black,"Soft cotton, tropical vibes — what's not to love. This adidas tee helps you look good while you kick back and relax. A playful graphic pops on the front. Complete the casual look with leggings or shorts and maybe some slides. Anything goes.  We partner with Better Cotton to improve cotton farming globally. Better Cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.   Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products, however, Better Cotton Farmers benefit from the demand for Better Cotton in equivalent volumes to those we ""source.""   Find out more here: bettercotton.org/learnmore",Cloth/000729_1.jpg
640,Tiro 23 League Jersey,Team Navy Blue 2 / White,"Born for the beautiful game. Moisture-absorbing AEROREADY and soft, smooth fabric make this adidas Tiro 23 League jersey your perfect teammate when you want to dominate the soccer pitch on a Sunday morning. The embroidered 3 Bar Logo and 3-Stripes tape show you mean business even before you cross that white line.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000730_1.jpg
641,Go-To Heathered Polo Shirt,Black / Black,"Whether you're focused on short putts or long drives, this adidas golf polo shirt keeps distractions to a minimum. The vented design lets you focus on the moment, and the soft cotton-blend knit has a casual feel that looks great from the first tee through the post-round clubhouse gathering.   Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000731_1.jpg
642,HILO Jersey,Team Power Red 2 / White,"Cut out for the volleyball court. This adidas HILO jersey combines stretchy fabric and a fit that supports overhead play. Moisture-wicking AEROREADY keeps you comfortable during intense action, and the droptail hem has you covered during every dive and leap. Standing out on the shoulders, contrast 3-Stripes add the perfect sporty finish.  Made with a series of recycled materials, and at least 60% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000732_1.jpg
643,HILO Long Sleeve Jersey,White / Team Light Grey,"Cut out for the volleyball court. This adidas HILO jersey combines stretchy fabric and a fit that supports overhead play. Moisture-wicking AEROREADY keeps you comfortable during intense action, and the droptail hem has you covered during every dive and leap. Running down the long sleeves, contrast 3-Stripes add the perfect sporty finish.  Made with a series of recycled materials, and at least 60% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000733_1.jpg
644,Pride Pre-Match Jersey,Black,"Let love be your legacy. South African designer Rich Mnisi once wrote that reminder in a handwritten letter to his younger queer self, and today it thrives at the core of the adidas x Rich Mnisi Pride Collection. A celebration of self-expression, imagination and the unwavering belief that love unites, the collaboration explores fluidity, color and patterns. This partnership is one part of our effort to honor the LGBTQIA+ community alongside our Global Purpose partner Athlete Ally.  Stand out exactly how you are in this soccer jersey. It comes complete with a streamlined, slim fit and moisture-wicking AEROREADY.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000735_1.jpg
645,Always Original Laced Track Jacket,Mineral Green,"Own your look, and you'll own your story — and celebrate it, too. Part of the Always Original collection, this adidas track jacket honors the dynamic beauty of individual style. Wear the lace-up sides open or closed for a look that flexes with whatever you pair it with. A stand-up collar adds extra attitude, and smooth tricot fabric is soft, comfortable and sleek. Bonus points for the cozy loose fit and front pockets that let you keep essentials close by.   This garment is made with a yarn which contains 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. This garment contains at least 40% recycled content in total.",Cloth/000736_1.jpg
646,Graphic Tank Top,Silver Dawn,"This adidas tank top commands attention, whether it's Friday night or Sunday brunch. The bold camo print adidas Badge of Sport logo adds an edge to any look, but the cropped cut works best with high waisted pants. Made from cotton single jersey fabric, this sleeveless mock neck top feels soft against the skin. It's sure to get plenty of wear.  Our cotton products support more sustainable cotton farming.",Cloth/000737_1.jpg
647,Brand Love Graphic Tee,Pulse Lime,"It's the little things make your look stand out, like the eye-catching graphics on the front and back of this adidas tee. All-cotton single jersey ensures you stay comfortable all day, and the ribbed crewneck design keeps the profile classic. It's a wardrobe staple you'll throw on day after day.   We partner with Better Cotton to improve cotton farming globally. Better Cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.   Better Cotton is sourced via a chain-of-custody model called mass balance. This means that Better Cotton is not physically traceable to end products. However, Better Cotton Farmers benefit from the demand for Better Cotton in equivalent volumes to those we ""source.""   Find out more here: bettercotton.org/learnmore",Cloth/000740_1.jpg
648,Future Icons Logo Graphic Tee,Black,"There are times to go hard, and then there are moments to give into the stillness. Both are a showcase of strength. Whatever the speed, this adidas t-shirt is down for it. Soft material hangs on the body with a loose, casual shape for total comfort.   This product is made with Primegreen, a series of high-performance recycled materials.",Cloth/000741_1.jpg
649,Belgium 22 Home Jersey,Red / Black,"Burning bright on soccer's biggest stage. With red and yellow flames engulfing its black sleeves, this Belgium home jersey takes design inspiration from the team's famous Red Devils nickname. Created to keep fans dry when the on-pitch action heats up, it includes moisture-absorbing AEROREADY and mesh inserts. Sparking a fresh look on the chest, adidas' 3 Bar Logo joins a woven version of Belgium's badge.",Cloth/000742_1.jpg
650,Tiro Colorblock Crop Tee,Collegiate Green / White,"Inspired by the spirit of sport, reimagined for your daily moves. This adidas Tiro crop tee carries you through the day in comfort. Pair it with worn-in denim or straight-leg pants. Embrace the mix of fashion and soccer and go all out. A ribbed, stand-up collar adds a premium finish.   A minimum of 70% of this product is a blend of recycled and renewable materials.",Cloth/000743_1.jpg
651,New York City FC Pride Pre-Match Jersey,White C Ns-Sld / Mls-Ny2-Sf2,"Let love be your legacy. South African designer Rich Mnisi once wrote that reminder in a handwritten letter to his younger queer self, and today it thrives at the core of the adidas x Rich Mnisi Pride Collection. A celebration of self-expression, imagination, and the unwavering belief that love unites, the collaboration explores fluidity, color, and patterns. This partnership is one part of our effort to honor the LGBTQIA+ community alongside our Global Purpose partner Athlete Ally.  Stand out exactly how you are in a soccer jersey that shows your support for New York City FC. Moisture-absorbing AEROREADY makes it perfect for taking onto the field.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000744_1.jpg
652,Essentials Logo Tee,White / Black,"The classic design on this t-shirt makes it super easy to mix and match. Go sporty with a pair of track pants, or throw it on with jeans for a day out shopping. An oversized adidas Badge of Sport across the chest makes it clear you're a sports lover.",Cloth/000745_1.jpg
653,City Escape Loose-Fit Tee,Blue Dawn S23,"Slow down the pace as you reconnect with nature. This adidas t-shirt is made from lightweight fabric and cut for a loose fit, so it lets you move and stretch with total freedom. Use the bungee cords at the hem to adjust the shape depending on whether you want to hold in warmth or let air flow.  This garment is made with a yarn which contains 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. This garment contains at least 70% recycled content in total.",Cloth/000746_1.jpg
654,Houndstooth Vest,Black / White,"Add a splash of pattern to your wardrobe and reveal endless styling possibilities. This bold, oversized, houndstooth-pattern adidas sweater vest was meant for mixing and matching. Layer it over a long sleeve shirt and wide-leg pants for a sharp look. The soft knit will add some texture to your outfit and feel luxe.",Cloth/000747_1.jpg
655,Tiro 23 League Jersey,Team Power Red 2 / White,"Born for the beautiful game. Moisture-absorbing AEROREADY and soft, smooth fabric make this adidas Tiro 23 League jersey your perfect teammate when you want to dominate the soccer pitch on a Sunday morning. The embroidered 3 Bar Logo and 3-Stripes tape show you mean business even before you cross that white line.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000748_1.jpg
656,Adicolor Classics Trefoil Tee,Black,"The brand with the 3-Stripes strives to be better. To be the best. Created to be truly original, the Adicolor collection keeps heritage at its heart. The iconic Trefoil logo celebrates that energy front and center on this adidas classic t-shirt. Soft single jersey feels soft against your skin.  Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",Cloth/000749_1.jpg
657,Own The Run Long Sleeve Tee,Preloved Fig S24,"Own every mile in this adidas long sleeve tee. It's made with AEROREADY to keep you comfortable on long runs or high-intensity interval training. The regular fit moves with you while reflective details ensure you're seen in any light.   This product is made with at least 70% recycled materials. By reusing materials that have already been created, we help to reduce waste and our reliance on finite resources and reduce the footprint of the products we make.",Cloth/000750_1.jpg
658,AEROREADY Pro Seamless Tennis Tank Top,White,"A tank top fit for Grand Slam royalty. As well as hosting the world's oldest tennis tournament, London is also the home of Savile Row style. Displaying a heraldry-inspired raised jacquard pattern, this adidas tank is part of a collection focused on the fine details. Its seamless construction makes for comfortable movement, and the Y-shaped strap ensures your shoulders have plenty of room to wind up for big shots.  For real change to happen, we need to accelerate towards decarbonization. To do that we first need to understand the impact we are already making so we can improve and have a bar to raise.  From raw material extraction, processing, packaging, all the way to the end of product's life, we measured the carbon footprint (CO2e) of this product, conforming to an internationally recognized standard: ISO 14067.",Cloth/000751_1.jpg
659,Techfit Camo Print Crop Training Tee,Arctic Night / Tech Mineral,"This adidas t-shirt is your dedicated partner for focused training. AEROREADY manages sweat to keep you dry and comfortable through extended efforts. Techfit creates a sleek compression feel to maximize your power. The crop cut and keyhole back define the look.  Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000752_1.jpg
